Id,Action,Extension,Date,Name,"IP Address"
454,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 16:13:40 UTC","CCP User",Disabled
455,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 16:14:17 UTC","CCP User",Disabled
456,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 16:14:17 UTC","CCP User",Disabled
457,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:14:42 UTC","CCP User",Disabled
458,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:14:42 UTC","CCP User",Disabled
459,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Templates,"2023-11-29 16:15:55 UTC","CCP User",Disabled
460,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:24:27 UTC","CCP User",Disabled
461,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Templates,"2023-11-29 16:24:44 UTC","CCP User",Disabled
462,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:30:32 UTC","CCP User",Disabled
463,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Templates,"2023-11-29 16:30:53 UTC","CCP User",Disabled
464,PLG_SYSTEM_ACTIONLOGS_CONTENT_DELETED,Media,"2023-11-29 16:35:27 UTC","CCP User",Disabled
465,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:35:34 UTC","CCP User",Disabled
466,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Templates,"2023-11-29 16:35:45 UTC","CCP User",Disabled
467,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Templates,"2023-11-29 16:36:06 UTC","CCP User",Disabled
468,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:39:26 UTC","CCP User",Disabled
469,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:39:26 UTC","CCP User",Disabled
470,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:40:22 UTC","CCP User",Disabled
471,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:40:22 UTC","CCP User",Disabled
472,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:40:38 UTC","CCP User",Disabled
473,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:40:38 UTC","CCP User",Disabled
474,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:40:51 UTC","CCP User",Disabled
475,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:40:51 UTC","CCP User",Disabled
476,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:41:03 UTC","CCP User",Disabled
477,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:41:03 UTC","CCP User",Disabled
478,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:41:13 UTC","CCP User",Disabled
479,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:41:13 UTC","CCP User",Disabled
480,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:41:27 UTC","CCP User",Disabled
481,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:41:27 UTC","CCP User",Disabled
482,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:41:37 UTC","CCP User",Disabled
483,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:41:37 UTC","CCP User",Disabled
484,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:41:48 UTC","CCP User",Disabled
485,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:41:48 UTC","CCP User",Disabled
486,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:42:01 UTC","CCP User",Disabled
487,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:42:01 UTC","CCP User",Disabled
488,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:43:42 UTC","CCP User",Disabled
489,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:43:42 UTC","CCP User",Disabled
490,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:43:57 UTC","CCP User",Disabled
491,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:43:57 UTC","CCP User",Disabled
492,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:44:10 UTC","CCP User",Disabled
493,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:44:10 UTC","CCP User",Disabled
494,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:44:23 UTC","CCP User",Disabled
495,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:44:23 UTC","CCP User",Disabled
496,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:44:35 UTC","CCP User",Disabled
497,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:44:35 UTC","CCP User",Disabled
498,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:44:45 UTC","CCP User",Disabled
499,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:44:45 UTC","CCP User",Disabled
500,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:44:57 UTC","CCP User",Disabled
501,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:44:57 UTC","CCP User",Disabled
502,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:45:08 UTC","CCP User",Disabled
503,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:45:08 UTC","CCP User",Disabled
504,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:45:31 UTC","CCP User",Disabled
505,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:45:31 UTC","CCP User",Disabled
506,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 16:45:44 UTC","CCP User",Disabled
507,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 16:45:44 UTC","CCP User",Disabled
508,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:50:36 UTC","CCP User",Disabled
509,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:50:39 UTC","CCP User",Disabled
510,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:50:39 UTC","CCP User",Disabled
511,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:50:39 UTC","CCP User",Disabled
512,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:50:39 UTC","CCP User",Disabled
513,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 16:55:49 UTC","CCP User",Disabled
514,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Modules,"2023-11-29 16:59:50 UTC","CCP User",Disabled
515,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:00:02 UTC","CCP User",Disabled
516,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Modules,"2023-11-29 17:00:02 UTC","CCP User",Disabled
517,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:03:48 UTC","CCP User",Disabled
518,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:03:48 UTC","CCP User",Disabled
519,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:04:52 UTC","CCP User",Disabled
520,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:04:52 UTC","CCP User",Disabled
521,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:05:39 UTC","CCP User",Disabled
522,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:05:39 UTC","CCP User",Disabled
523,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:06:10 UTC","CCP User",Disabled
524,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:06:10 UTC","CCP User",Disabled
525,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:06:49 UTC","CCP User",Disabled
526,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Modules,"2023-11-29 17:06:49 UTC","CCP User",Disabled
527,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:09:42 UTC","CCP User",Disabled
528,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:09:42 UTC","CCP User",Disabled
529,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:09:49 UTC","CCP User",Disabled
530,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Modules,"2023-11-29 17:09:49 UTC","CCP User",Disabled
531,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:13:12 UTC","CCP User",Disabled
532,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:13:12 UTC","CCP User",Disabled
533,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:13:19 UTC","CCP User",Disabled
534,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Modules,"2023-11-29 17:13:19 UTC","CCP User",Disabled
535,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:15:31 UTC","CCP User",Disabled
536,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:15:31 UTC","CCP User",Disabled
537,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:17:47 UTC","CCP User",Disabled
538,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:17:47 UTC","CCP User",Disabled
539,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:18:35 UTC","CCP User",Disabled
540,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:18:35 UTC","CCP User",Disabled
541,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:19:18 UTC","CCP User",Disabled
542,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:19:18 UTC","CCP User",Disabled
543,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:19:50 UTC","CCP User",Disabled
544,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:19:50 UTC","CCP User",Disabled
545,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:20:48 UTC","CCP User",Disabled
546,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:20:48 UTC","CCP User",Disabled
547,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:21:21 UTC","CCP User",Disabled
548,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:21:21 UTC","CCP User",Disabled
549,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:21:38 UTC","CCP User",Disabled
550,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:21:38 UTC","CCP User",Disabled
551,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:22:21 UTC","CCP User",Disabled
552,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:22:21 UTC","CCP User",Disabled
553,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:22:46 UTC","CCP User",Disabled
554,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:22:46 UTC","CCP User",Disabled
555,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Menus,"2023-11-29 17:23:08 UTC","CCP User",Disabled
556,"User kupul-ca performed a check in to table #__menu",Check-in,"2023-11-29 17:23:08 UTC","CCP User",Disabled
557,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Menus,"2023-11-29 17:23:27 UTC","CCP User",Disabled
558,"User kupul-ca performed a check in to table #__menu",Check-in,"2023-11-29 17:23:27 UTC","CCP User",Disabled
559,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Menus,"2023-11-29 17:23:44 UTC","CCP User",Disabled
560,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:24:27 UTC","CCP User",Disabled
561,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:24:27 UTC","CCP User",Disabled
562,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Menus,"2023-11-29 17:25:16 UTC","CCP User",Disabled
563,"User kupul-ca performed a check in to table #__menu",Check-in,"2023-11-29 17:25:16 UTC","CCP User",Disabled
564,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:31:58 UTC","CCP User",Disabled
565,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:31:58 UTC","CCP User",Disabled
566,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:34:06 UTC","CCP User",Disabled
567,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:34:06 UTC","CCP User",Disabled
568,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:38:59 UTC","CCP User",Disabled
569,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:38:59 UTC","CCP User",Disabled
570,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:39:13 UTC","CCP User",Disabled
571,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:39:13 UTC","CCP User",Disabled
572,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Articles,"2023-11-29 17:40:28 UTC","CCP User",Disabled
573,"User kupul-ca performed a check in to table #__content",Check-in,"2023-11-29 17:40:28 UTC","CCP User",Disabled
574,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Users,"2023-11-29 17:48:41 UTC","CCP User",Disabled
575,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Users,"2023-11-29 17:48:51 UTC","CCP User",Disabled
576,PLG_SYSTEM_ACTIONLOGS_CONTENT_ADDED,Media,"2023-11-29 17:52:54 UTC","CCP User",Disabled
577,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:53:47 UTC","CCP User",Disabled
578,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:53:47 UTC","CCP User",Disabled
579,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:54:33 UTC","CCP User",Disabled
580,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:54:33 UTC","CCP User",Disabled
581,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:54:51 UTC","CCP User",Disabled
582,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:54:51 UTC","CCP User",Disabled
583,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:55:08 UTC","CCP User",Disabled
584,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:55:08 UTC","CCP User",Disabled
585,PLG_SYSTEM_ACTIONLOGS_CONTENT_UPDATED,Modules,"2023-11-29 17:55:42 UTC","CCP User",Disabled
586,"User kupul-ca performed a check in to table #__modules",Check-in,"2023-11-29 17:55:42 UTC","CCP User",Disabled
587,"User kupul-ca logged in to admin",Users,"2023-11-29 17:57:42 UTC","CCP User",Disabled
588,"User kupul-ca installed the component Akeeba Backup &lt;small&gt;for Joomla!&amp;trade;&lt;/small&gt;",Installer,"2023-11-29 18:11:08 UTC","CCP User",Disabled
589,"User kupul-ca installed the plugin Quick Icon - Akeeba Backup Notification",Installer,"2023-11-29 18:11:08 UTC","CCP User",Disabled
590,"User kupul-ca installed the package Akeeba Backup for Joomla! package",Installer,"2023-11-29 18:11:08 UTC","CCP User",Disabled
591,"User kupul-ca logged in to admin",Users,"2023-11-29 19:05:23 UTC","CCP User",Disabled
